sample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
S0000,1.0575406423593345,-0.7223900514704777,0.6428720205394778,0.3572912770871321,0.04864038646692294,-0.1256419768220783,0.43172833305511177,0.2936822179855556,0.05246767887902174,-0.0344317193920475,-0.322954792785369,-0.012070034246837773,-0.3819122158866085,-0.07495108343684594,-0.030343169469266486,0.1643283958780661,-0.12855431195453176,0.08763301366480872,0.003262087604604138,-0.03604157493451498,0.03719368473525312,0.017912880622025694,0.14017136478852374,-0.06844840927728077,0.0420186786743781,-0.00788568084572915,0.006036340237239815,-0.005503235080069209,0.11415586180398297,-0.013264137086288976,-0.0012860807756591497,-0.002767162664856145,0.039430716798392954,0.031178283798690525,-0.0024145578856225084,-0.011179224139895423,-0.04481588274642383,0.07097809766717846,0.0005071523347360511,0.005313368831302634,0.01406861417921612,-0.05427942091594317,0.04909968228425454,-0.04083271097052761,0.04597721549534337,0.0093055761733579,0.0751487085205237,-0.003259215958180152,-0.008510600919030251,-0.008097088887774453,0.012435275943845346,0.05458950156244792,-0.023011179645449603,-0.03164493714700952,-0.014108562108844458,-0.026403916581243216,0.016080970468525642,-0.013085039459682288,0.0127509222623904,-0.013105892762028063,-0.00024405220374227368,-0.01910445800492207,-0.03777470573897543,-0.017538250516203873,-0.02752826180095137,0.0137142180303691,0.0017103290469945836,-0.02371021445308663,0.008073994468521107,-0.005707695984996893,0.026454737858967015,0.004787127371315216,-0.022051997566869437,-0.0037709748360303173,-0.030086612476247658,0.010165775999262956,0.0043263281738753915,-0.008543197006058377,-0.006389674457184578,0.004432609287381567,-0.005489089187066445,-0.03558542798901935,0.005743079089062654,-0.03288852579381151,-0.010921186526158776,-0.014607725275911799,-0.008524549009145463,0.01421803327146081,0.004251971480141085,0.01564241323059274,0.006590180494438635,0.006265367519128698,-0.003250209610693628,0.0228756078988615,0.020111858961614302,-0.00891300721357558,0.010623323900083788,-0.004492448301578452,-0.01672966086549753,0.0051436886598770675
S0001,-0.5519083618537813,0.03222045063667786,-0.5330205049309733,0.52033675787518,0.08324235559407753,0.07011133031547477,-0.1183652940256746,0.05443524938772779,-0.21890602148342778,-0.14605762783884035,0.1063267930537768,-0.16435920457656503,-0.12413300144697624,-0.0678911267415987,-0.00010463985377724903,0.04678263391703435,0.026355005769500627,0.01572956720054409,-0.010645667152705266,-0.016263634430306647,-0.025812115730500816,-0.023285773919369642,0.017302301865178116,0.021469797947613188,-0.018855131260264796,0.01864991874446039,-0.031032264517170664,0.01354314575914441,0.002942627203810375,-0.0009021863806791774,0.0006120373259809106,0.005681837166757101,-0.050258907882071595,0.027232480968342056,-0.004250141602477775,-0.02058967481318615,0.011366217106715678,0.00827316938911907,-0.009604386307530298,0.02586222353774553,-0.008585363763876688,-0.012787710057975313,-0.011312591163102284,-0.011874348415549303,-0.02239652450696246,-0.01938370331824742,0.010644067457744493,0.006446135364449216,0.006734867637935585,0.00547436712403042,0.014070072468631657,0.010783688267811661,0.00028991691621462157,0.011838729124495254,-0.004149704987594546,-0.004491589849286468,-0.020548316674171334,0.007194384175556652,0.007003398245138052,0.0236554486883781,-0.017087238819163898,-0.013964359892139433,0.008205895846220064,-0.005974576461940515,0.005002080859267083,0.00388134530297228,0.005053695916653016,-0.002809891158506597,-0.005027251110631622,-0.021189499329286942,-0.008781560496466433,-0.007577894372610155,-0.0022372512905801923,-0.003599550544171709,-0.00888367500955388,0.009726639553241767,0.006543890674617546,-0.012750981491834635,-0.024012855037625125,-0.021427696131604095,-0.024242859299167262,-0.016168191658434354,0.02008696908764482,-0.03217872435197778,-0.023839589182795266,0.0036184648880922053,0.0016597481193153121,0.0215524874972419,0.013738644938248194,0.01837125948982766,0.008418627342082857,-0.005490262313269118,0.007243599209198006,0.02621178204105528,-0.016223688363251425,0.004334603840727207,0.02604594203353382,0.0015792823582304767,0.00029673000819524,-0.00371589277506365
S0002,0.3472101640384097,-0.1757119774019168,0.08855466083295553,0.048443882979456156,-0.3607040950014811,0.45128063191583073,0.3443814642841142,0.4224522715298536,-0.14671507267278683,-0.014264948320135012,-0.0665204852039698,-0.13324337301833908,-0.05197902510666887,-0.004220838977819342,-0.07569877848218684,-0.07843446247652491,0.06080116892107763,0.026251238368556456,-0.07792831364381282,0.27781096368990615,-0.03164330837344064,-0.04907384751910902,0.1196538933379904,0.014803095799387201,-0.011950267494978592,0.05200343918491375,0.0209030975471527,-0.03442647686219018,-0.0306304905449616,0.0689011295431095,-0.022463564968235206,-0.005064645398967966,-0.011976636888085222,0.03358349896201033,-0.013974714489091362,-0.007327332179029251,0.0644780400565274,0.04375115651994349,-0.09235444421498888,-0.10930861594153793,-0.047045458718070234,0.05480045795774398,-0.021148431435119668,0.03442458604508047,0.07563129347029064,-0.09743419789080429,-0.05174198073369734,-0.05516868186591301,-0.039231166849898726,0.0008985519619144403,0.02149518234263906,-0.014093269415084517,0.08479366473557137,-0.05390569422055854,-0.057948355880612555,0.020433595507843752,-0.07682440784411987,-0.05686048664911527,0.09930930216148404,-0.04388937896313892,0.038915115190227736,-0.08169791884868467,-0.03257183647492906,-0.00015754008991298953,0.011282975228467539,0.023610351839656925,0.06575789157638542,0.019309801734917097,0.06601820476066911,-0.06736844603658444,-0.030681607089657,0.04519469181377263,-0.008053841250603834,0.014931726047415423,0.02669472355030156,-0.010966907614352489,0.061227023570269296,-0.023562193269041118,0.02072217704994473,-0.03581071619442788,-0.021765393295379784,-0.026821747808677042,0.02936558272741102,0.004986708548534896,0.03320120258519002,-0.023507290788665758,-0.032908175387592095,-0.0051391355111972846,0.009068872525074455,-0.01771196991592119,-0.008789861893292897,0.05962686257877528,-0.06580292611895316,0.014025558190256669,0.01767748537729004,-0.01691605536608623,0.003933117026946384,-0.013792660381773361,0.040288369455249384,-0.03945037048619743
S0003,-0.82356739809666,0.6639935090342126,0.19239731004185429,0.285456175402876,0.07455573951760983,-0.11795963214600533,0.021483259125509576,0.05209562817361313,0.31773943698755486,0.09896570022350984,-0.24724243026206083,-0.4803873947606294,0.26646794919941064,-0.0036308606399786656,0.1441660027939778,0.0415612604445305,-0.013233553321657007,0.18119615201434758,0.06322977438551247,0.032260974294623934,-0.14611938258804563,-0.026486156960463136,-0.06083770917637824,-0.12844741862992073,0.0875355582461845,0.008030028003195638,-0.01673494916651551,-0.051876838664704314,-0.039038913704331386,0.08804307504235472,-0.03562355357659573,0.051303950901464015,0.07378595346383432,0.0014799090821747398,0.04455234162350925,0.022009462340222403,-0.12114086367689579,-0.05665911159410104,0.16866025611113164,-0.07379842169805219,-0.006599200747191106,-0.10582455325158041,-0.1003714559660828,0.0763088431320411,-0.05278595958780234,0.06418871831351913,-0.025156045235418832,-0.00030066637937079156,-0.05696750130891968,0.06149034451833178,-0.01868573034308194,0.08946927305963577,-0.08530063760837978,0.010590769817670998,-0.09032428275943284,0.21211400776365094,-0.059148198657231366,0.010025016090612635,0.0465492515498044,0.19714977802028041,-0.0698942116831643,-0.07290854672929009,0.03663818873211046,0.018616673875129646,0.05140948568476446,0.01352662598609477,-0.10016286126848419,-0.09743197500852574,-0.272517007930895,-0.13232297136010449,0.05483992464484454,0.021672439738479602,-0.12485126752139424,-0.044996806573056186,-0.06634812875281616,0.43214712820521406,0.31444117234130997,0.3488025634038322,-0.09581991786226982,-0.3192817647333069,0.06321381052144527,0.1297912047081612,0.44516356669587803,0.009704870767706248,0.2125032319448573,0.17916514463953395,0.014785529448911375,-0.17655530188591076,-0.04767445190556633,0.31403120487297215,0.17262485647379677,0.16008309634027154,-0.00962093569595643,-0.03290520338661233,0.05367442728906046,-0.01601884667408036,0.048130928146966914,-0.16186465365648262,-0.0881421942904774,0.07675407686977467
S0004,-0.3076657157896763,-0.6954451505715631,-0.20607567658319464,-0.3915245245980314,0.3195026097293988,0.017262890654499347,-0.21782562307818631,0.33752713510800636,-0.19080610885373864,0.5161251076592624,-0.1256628168947142,0.03620029734589183,0.05690224006350824,-0.19839280676179072,-0.06582956450263701,0.22752956699321872,0.02149616088577317,0.017596916315547908,0.0015577045832291141,-0.006231434562642538,0.006888891354538115,0.023558774510915828,-0.03346316654201274,-0.019509389314139963,0.01642410274420916,-0.054207266967971623,-0.023589991284266764,0.013817184610669855,0.03806057564619143,-0.02222778557953301,0.016839927950826172,-0.014522662520071122,-0.0028851958058454612,0.004812614306497119,-0.010992398165264271,-0.011365002730528396,-0.006224845981809871,0.017587675221845987,0.0010743282364391196,0.007905328479840084,-0.012356857460864196,-0.003652958569404757,0.0038486094914728084,-0.00612737329777437,0.014239544325126937,-0.012364848142069661,0.009235577789468614,-0.01825030333699818,-0.0003141735618889807,-0.008264619116575965,-0.026379793608012177,0.008683755584067119,0.0009490311486587847,-0.019815098339498596,0.000666018763986411,0.00651292607494047,0.00014685605746086913,-0.01979133951633646,-0.00896182866218069,0.0027398352147202506,0.003234690188344471,-0.012549895698028266,0.0017764938459882533,-0.0012649075468056984,-0.007613013901834082,0.01764536427593693,0.0026382074276731725,0.007640044990583998,0.005338825902692258,-0.0016205537099251359,0.02381245932371274,-0.0067424995587658295,-0.037975146438219594,-0.024613149061633702,-0.040903573613378374,-0.017543153920652966,-0.014141140476494897,0.003490172596219474,-0.02792685419794461,-0.01237438008043925,0.013530643732385982,-0.004109934163601767,-0.004889563632120205,-0.007639085096285761,-0.0013082296415526176,-0.0032156728722652008,0.000720495281260329,-0.032147392721220566,0.01387860717886409,-0.007414658852755393,0.008675074375276927,-0.008579163270606142,-0.005443055998448292,-0.0006587776360816266,0.0013423191025907963,0.0053386097631732505,0.006139194731310201,0.004994598056637714,0.005273841949670369,-0.014408890600882919
S0005,-0.2131820645929301,-0.5357079908911384,-0.18412493268829214,-0.4295893535266686,0.3398635584506499,-0.2482846558164805,-0.12210132385315799,0.25354802698472345,-0.22967673993299997,0.4381055341486247,-0.14519534519847782,0.08269970139194908,0.02953962800715614,0.006440485779546047,0.020110805106109415,0.39944885115398127,0.010929408263629772,-0.005113018387497914,0.0267301611749257,0.0011234924493973444,0.014365912356114218,0.003957083057224041,0.017945198207284272,0.05034868291724973,0.04579110610196964,-0.04928034012877712,-0.05420088020178817,0.09507010804565896,0.07888962495701396,-0.025518247689236842,0.07944582880884396,-0.05290673116501445,0.03963221086549345,-0.016614496221891324,0.045565179464921814,0.046709569510234784,-0.059228565325229646,0.029026983768885756,-0.022183496177133107,-0.012711576359311022,0.014738947227775768,-0.001023587737190855,-0.05935838657374034,0.028111279026317878,0.007453863955650906,0.003474613350793423,0.010572675452599779,0.056056279708117655,-0.004467932791933361,-0.01730827813478977,0.0405194113410087,-0.0154626380887827,0.031885640368094825,0.03326954091068857,-0.00043773002875475574,-0.007518250129379491,-0.04895575483877343,0.01374727540030275,-0.013918904636123526,0.025712129111535437,-0.02737932232761939,0.012369182551910725,-0.02400009602142476,0.01414573295183703,-0.03058886282248796,0.03877745969716838,0.003845054734621679,-0.003402732531375035,-0.011764854088089928,0.025652813270456706,-0.04771670603270737,-0.012775625360768485,-0.03293888082427373,0.04247190077342129,-0.030512402422879562,-0.006705281433774362,0.028833043946439214,0.02054281000600999,0.030232111607610208,0.006501838639794667,0.026653203752345915,0.009990520002567744,-0.01164512902316511,0.034128246632285066,0.00899262271630806,-0.04445442674328409,0.00854170935896612,-0.03492427723886984,-0.006721960968116973,0.006332687068437189,0.019395560385373933,-0.04487421981677296,-0.01467324578140361,0.03101962760209233,0.000686271453585481,0.01691849482639668,-0.010725861850753408,-0.0230850443718341,-0.010718239661248146,0.01651261189695342
S0006,-0.7745357545124538,0.24028190858871126,0.6715164811060567,-0.6338663292829098,-0.14464976356990406,-0.08861994845421267,-0.025425429566276116,-0.09662265381890137,-0.4342939328860318,-0.10714294701300159,0.19069358793432012,0.11654701404644799,-0.2014537694219407,0.02774268275708038,-0.010807554754906136,-0.028886639337872,-0.006833949107059383,0.025663012394318608,0.006125948654893716,-0.01784918804210097,0.029864618189234058,-0.020578863808853293,-0.013892899818554015,-0.06269138620799317,0.005238826572205849,0.017135044034695908,0.041415365247293154,-0.0003110454918878289,0.005497391019246108,-0.0042815315085185275,-0.013173084620406927,0.018141415507721758,-0.008083984215071798,-0.0173586595010955,-0.005619151800799818,-0.011987843986679392,0.012652459563181583,0.004421380472826419,-0.019147577557429,0.010186715427276201,-0.009790682639604462,0.00862850829221698,0.000884026814718361,0.016417704179631117,0.0012127336547541978,0.007836042718836277,-0.008258715321939515,0.009444562508838471,-0.00934263765458651,0.002272299434644694,-0.002859425376176886,-0.006441848229796748,0.0016728944641616055,-0.007791238614106631,-0.0013100079871357947,0.001078127657189947,0.011992879164436848,-0.01611976502140251,0.003165130762190081,0.005349737825827086,-0.0038365216898724117,-0.004140303771379502,0.005272509656660778,0.010870867841239923,-0.011537096628295542,0.004219310772467826,-0.008359506586805714,0.0014300915111272506,0.011274719507291807,7.059821358240743e-05,0.0027690899777062876,-0.012806464585589034,-0.0015268076667665966,-0.008909257300765331,0.012431596966782785,0.005919679416436219,0.01392112417674307,0.0139572628679369,-0.0010591679323431363,-0.006970973063437284,0.00040305386311159967,0.004458455964106088,-0.005799767880935088,0.007915379110448035,-0.0010555756521399213,0.005126623156793388,0.0020844216335652397,-0.00673576327548405,0.00758790217610999,-0.014281919958244023,-0.003368687380791121,-0.0018438374043565154,-0.011334941917633656,-0.002855985868537643,0.00100022322009491,0.011839957352578812,-0.004469132309142282,-0.01298440204181208,-0.0026875240112886906,-0.007844834172655626
S0007,1.4963754471383235,0.2333816700093658,0.3434996097243203,-0.04984471277777738,0.8772410398349105,0.16971513906801888,-0.25000328703698826,0.07830245410465343,-0.15213453917162892,-0.5369421118223429,-0.21028304570490167,-0.0382969565240702,0.23917699925653224,0.511066151988321,0.0598317063755781,-0.3281004518395393,0.06928314598317933,0.11887241336927756,0.14278113667172307,0.16266453267835979,0.08271113339645718,-0.09425039535888613,0.0912631144053292,-0.09855599472375817,-0.055973650325404245,0.06770373440881461,0.05772807714693553,-0.03154389802837414,0.1095562673224153,-0.1295193582173694,-0.06705346714574856,0.03622489049025637,0.00208416533917448,0.2104283010081992,0.011979532332465168,-0.07669781016851591,-0.11478701179418481,0.1194432002961906,-0.02528820571181792,0.02236828406111215,0.06111596599246191,-0.08101467514387455,0.03954241875466336,-0.033400432234174035,0.03152997866735581,0.0647127636683933,0.11506726318283933,0.020418429894295907,-0.03133329705591704,-0.024145193421339056,0.1256886725890784,0.04818971119600147,-0.000708317811286084,-0.03328801971620174,0.012076763104403067,-0.02324124643343606,-0.05855529623930879,-0.05042401011249134,0.024708856727027183,0.019561647882003503,0.00901803965897946,-0.007644385843367207,0.023053133208950725,-0.014903573158100442,0.0031713264005101406,0.020529330648976645,0.020230211417263912,-0.047539668189881076,0.008770568510048152,-0.009702960571718999,0.014093590766550148,-0.00020538352861932795,-0.06289761616123819,-0.009086174469394796,-0.05578549593766697,-0.003522604302809093,-0.0038725453102162687,-0.022785787824478022,-0.004243812280739806,0.04843260439269306,-0.00014763578597267458,0.013530738857980283,0.022455783449284252,-0.036267003631635195,0.017905241990366,-0.00991500857578349,0.03282619648473054,-0.005015085882373596,0.04292816276646936,-0.007625004614703103,0.03778959261300532,-0.0244888403550148,0.003713397231507304,0.006195049643274189,0.029414159159075446,0.007308205240200042,0.015607609064438437,-0.009640238702084006,-0.039364792437483906,-0.02647050918627509
S0008,-0.27133538309723426,-0.33324932806119395,-0.4948955114389853,-0.11354620357032709,0.3601188797074427,0.048104544553393275,0.40494376859605813,-0.39821938394981415,0.10598855481463253,-0.001156870721108681,0.12969812434455896,-0.17082869213824123,-0.00821629826362256,0.31241186800214016,-0.0023529634642460496,0.02644754679014713,-0.3545335074566237,-0.2475052812457281,-0.2599285473980615,-0.10951268977714787,0.17097846602454922,0.020592761545912892,0.03480727048613944,0.0954133819161952,0.403975476968724,0.10090183463389063,0.15198650852047427,-0.033185171737488146,-0.01553616114346626,0.1177486827865747,-0.026283822015171442,0.033171564557136664,-0.08083488099053343,0.08210166906941184,0.005932508407797376,-0.05477643894749129,0.08380175707206214,0.0113040788645369,-8.761883356599954e-06,-0.017804357059999068,-0.007351146015492259,0.021911068507875206,-0.009133449092515176,0.05749771662068268,-0.041557511319789825,0.05840024962726592,-0.022119436166177873,-0.03772059294702268,-0.0381973778402852,0.036664622008110874,0.0720741794680631,0.009659055828240603,-0.021210513125546896,-0.03883349467560498,0.021706179893886447,0.03944855866952422,-0.009064123206094829,-0.03771358008187516,-0.008334211298109151,0.03970630551945432,0.0067646971557202545,0.03350514134693242,-0.010898637336752535,-0.01961377194768782,0.01416328877301014,-0.021657993675825982,-0.00046882705067657795,0.002395171767433076,0.00520872626280829,-0.011918164196292533,-0.04101968880266999,-0.07899632104947209,0.06635306539232338,0.031618294782399664,-0.09577348317509782,0.011523782755848255,0.13763220936309098,0.08244292601687359,0.031860166726773595,0.23802833049880442,-0.09760129360463872,0.1517964809783845,0.055127475858315504,-0.045547180892716206,-0.0899461358773511,0.06787912258380892,-0.1447922813583033,0.14439231012367246,-0.07883001937753116,-0.03762198047552296,-0.06454237241933887,0.12515575563921133,0.06155088433500963,-0.05324831889030013,0.03369595427863684,-0.062257824451911664,0.05767119931701895,0.01824948707372533,-0.012081094932856092,0.031780062207803446
S0009,1.6789538372303214,1.1693629723496644,-0.13135490746697628,0.10526817845542229,-0.19693674777602752,-0.8851365482542835,-0.035370871860445983,-0.15518953795663362,0.1750746192654789,0.18876952458448554,0.7957893210130228,-0.24977679193375588,0.32013070875097666,-0.0766782840803933,-0.533751758358043,-0.0007846979952707932,0.2412989697787784,-0.3121356467105518,-0.08062632536423925,-0.2681142657630941,0.018455276232342402,0.8966345988479437,-0.17918613250959162,-0.2843546137933803,-0.09735322620631578,-0.08582324568375738,0.2880771673277195,0.12166175773746098,0.12414972006368592,-0.06594869285912786,-0.056510534562575064,0.12245519473667711,0.022012770872112796,0.0214596013089152,-0.009752686858816709,0.02003608838457399,-0.2007572939196591,0.16288128880719965,-0.11538173006768963,-0.1626741936717334,-0.10009945334567512,-0.024461269465561222,0.23005733988645735,0.0811041504461297,0.09125229351218987,-0.174478244692874,-0.06430325610979677,0.02166791812009962,-0.1407854693952489,-0.10911528324876053,0.03814901697974656,0.0980663667063691,-0.004483664559255941,-0.01897889192225845,0.17425042963689402,-0.11816960136831883,-0.0484736429009363,-0.06143549885625994,-0.22902381723735504,0.06852001467080751,-0.04242306262802571,-0.16025977379185172,0.05286523742847175,0.1527384415039995,-0.15018738217180136,0.007394728544719659,-0.07163443552692875,0.12264455611905897,0.0019686509715678485,0.15627971359528017,-0.024065381498046875,-0.03387638541672362,-0.014814833911031926,0.033606900619746194,0.041798137032776427,-0.008432381055771203,0.027435820636774765,-0.004174344872802005,-0.10006936936836144,-0.02298230427453496,0.027030283183757588,-0.04289301679733484,0.0399122185040667,-0.018207676618328325,-0.012510040889137632,-0.09406042749332942,0.010678974434497198,0.02034138124455259,0.022630847270891465,-0.04741277818397196,0.0818389170108533,0.0808742800878519,0.03548956303139469,-0.07917274452292251,0.1909569193347164,0.001631831165939596,0.07139676652373833,-0.013046272807943753,-0.0021569007138255406,0.050709526539878216
