sample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
S0000,1.0575406423593336,-0.722390051470488,0.6428720205396357,0.35729127708722713,0.04864038647977149,-0.12564197682261402,0.4317283330246044,0.29368221799171584,0.052467678907111286,-0.0344317193803495,-0.32295479274321237,-0.0120700342123473,-0.38191221562515015,-0.07495108252236594,-0.030343169303458314,0.16432839441730202,-0.12855430745586338,0.08763301254618949,0.003262098783840717,-0.03604158375823334,0.037193694659753106,0.017912901033881285,0.14017162653645407,-0.06844787154980261,0.042018081080931025,-0.007887548259499281,0.0060370039098035675,-0.005499986577360895,0.11415371821721396,-0.0132557983301581,-0.0012906966393625154,-0.002761112179804298,0.03941958814367423,0.031156620868403647,-0.0024038177392916864,-0.011176733190473076,-0.044853197963164906,0.07095229898699724,0.0005590770395389444,0.005360728388480649,0.013876283998242728,-0.054255881803629655,0.049564478537130294,-0.04070563233785239,0.046452509636045275,0.007591393862618248,0.07452396056537325,-0.0037164462080317433,-0.007637394943127385,-0.009371015875180608
S0001,-0.5519083618537791,0.03222045063667226,-0.5330205049309532,0.5203367578765168,0.08324235559870928,0.07011133031461587,-0.11836529403632791,0.054435249410343355,-0.21890602148357108,-0.1460576278709891,0.1063267931215114,-0.16435920433466802,-0.12413300147136709,-0.06789112664377546,-0.00010463903230503153,0.046782633098627645,0.026355005158784563,0.01572956520958586,-0.010645658443256163,-0.016263634921320234,-0.02581210520293935,-0.02328575907815223,0.017302321376266035,0.021469871900396682,-0.018855185170243666,0.01864990327210075,-0.03103209491482096,0.013543447634546565,0.0029419701022957816,-0.0009012507521650977,0.0006140923169211521,0.005682359242013212,-0.050261638064098155,0.027230769743410276,-0.004244275779398674,-0.02059826881445945,0.011362917925791896,0.00826506647516807,-0.009635094173755986,0.025875850839882263,-0.00862432572118207,-0.012775917352865311,-0.011284246964221114,-0.011741233774836813,-0.022358517763276516,-0.01936629039272056,0.010409588156121228,0.006639460384716741,0.006771020492829175,0.005554118989451078
S0002,0.34721016403841165,-0.1757119774020479,0.0885546608327193,0.04844388297780764,-0.3607040950059877,0.4512806319247893,0.3443814642810558,0.4224522714803138,-0.1467150726329205,-0.014264948178529182,-0.0665204853972535,-0.13324337295521824,-0.051979024050535214,-0.004220839002450631,-0.07569877860371715,-0.0784344634745436,0.06080117287671521,0.0262512455944961,-0.07792830661519173,0.2778109687259643,-0.03164331953094695,-0.04907381402777063,0.11965423773686353,0.014805151076552274,-0.011951719697912755,0.05199864795553878,0.020903085006190265,-0.034420226990213326,-0.030635073345235377,0.06891535904822754,-0.022475612351145556,-0.005057977383892298,-0.011987056751021253,0.03357619918141266,-0.013945413359255816,-0.007264510174136666,0.06439202857782271,0.04381360567903042,-0.09218392714225146,-0.10931508724305297,-0.04749838810855767,0.054816956788610385,-0.021002741984005164,0.03429455190944972,0.0763304524070492,-0.0983449083137063,-0.05405945170160182,-0.05681929151974262,-0.03678855158538896,-0.0017136832113093736
S0003,-0.8235673980966678,0.6639935090339852,0.19239731004086288,0.28545617539221213,0.07455573949976137,-0.11795963213864517,0.021483259264457977,0.05209562822938624,0.31773943709166935,0.09896570059062912,-0.2472424305437458,-0.4803873944262998,0.26646795154637143,-0.003630868688688218,0.1441660022130096,0.041561252332382406,-0.013233552725288412,0.18119614269211157,0.06322971543050582,0.032261012885581676,-0.14611943638228908,-0.02648619362416346,-0.060837770827095905,-0.12844799641134594,0.08753631765191945,0.008032006523010124,-0.016736850943779136,-0.05187959794173915,-0.03903571685536752,0.08803149833715292,-0.035627876189340366,0.05130413948056263,0.07379872858816701,0.0014835455889356853,0.04451738974353453,0.022021802936204843,-0.12110018526612236,-0.056612971475473506,0.16878421314449352,-0.0738394125135125,-0.006528452390153011,-0.10585725941201553,-0.10052020598647374,0.07557368086326548,-0.053097202354742794,0.06492333206188904,-0.022479179374966216,-0.000851220136856514,-0.056791176821824794,0.0636808181124548
S0004,-0.30766571578967705,-0.695445150571511,-0.20607567658304998,-0.3915245245977424,0.31950260973211864,0.01726289065154934,-0.21782562308150782,0.3375271350851059,-0.19080610887541227,0.5161251076168173,-0.1256628168931696,0.036200297129264924,0.056902239837395514,-0.1983928062686332,-0.06582956480978262,0.2275295678268568,0.021496162062972578,0.017596916414296962,0.001557708435751292,-0.006231443995244022,0.00688889630539318,0.023558785512719536,-0.033463088980726696,-0.019509281117774436,0.01642388676545816,-0.05420751663103973,-0.023589969704493702,0.013817359047289339,0.03805982829482268,-0.022226874371155458,0.01684022325046235,-0.014520356925458517,-0.0028858010019670935,0.0048146407480516495,-0.010981961465323327,-0.011364175462471636,-0.006226792895173831,0.017569898213122218,0.001097788698224394,0.007938836009627746,-0.012342528621724582,-0.0036024956086206233,0.00397953347429118,-0.006173249849796237,0.014175670249930921,-0.012839459369612869,0.008893181292734257,-0.01822835821097317,-0.00012246505117563327,-0.008274690389583133
S0005,-0.21318206459292383,-0.5357079908913025,-0.18412493268901153,-0.42958935352992395,0.33986355842318605,-0.24828465579778183,-0.12210132377404541,0.25354802694443745,-0.22967673991033538,0.43810553446079925,-0.14519534539709938,0.0826997017370511,0.029539628240328283,0.006440486204175848,0.020110803554524038,0.3994488472134485,0.010929406085659293,-0.005113021495718925,0.026730142309468335,0.0011235046754243287,0.014365899273687898,0.0039570554823775105,0.0179449498816749,0.05034786467810747,0.04579206546596918,-0.049279296845686674,-0.05420114578227865,0.09506867394593795,0.07889467860829494,-0.025522331530715554,0.07944713408423795,-0.052907210864983914,0.03963358932891137,-0.016616436986920738,0.04554702408240317,0.04670272779602545,-0.059206983094843346,0.02901152350205234,-0.02211644840374645,-0.012782395121706496,0.014974777981898387,-0.0010573342602693285,-0.059664685785690674,0.028155056017815712,0.006563978097715594,0.0034627240201445396,0.011584558751563018,0.056936844595690525,-0.0052506451696595,-0.01736137058272637
S0006,-0.7745357545124533,0.2402819085887061,0.6715164811059715,-0.6338663292834892,-0.14464976357248416,-0.08861994845464162,-0.025425429557203855,-0.09662265382549674,-0.4342939328841901,-0.10714294697364458,0.19069358789731053,0.11654701394843592,-0.20145376951821165,0.02774268315393004,-0.01080755478724765,-0.02888663962993683,-0.006833948538488317,0.02566301086196684,0.006125948695577534,-0.017849190892426713,0.02986462150936609,-0.020578854567191825,-0.013892895682482184,-0.06269121783077287,0.005238619592538128,0.01713453260004393,0.04141536660494104,-0.0003106287609811844,0.005496572051649449,-0.00427943634845404,-0.01317168858110107,0.01814280959144458,-0.008086995123830765,-0.017357275399988388,-0.005607367023095014,-0.011990329181957964,0.012649003978360185,0.0044074271745523155,-0.019133084569072905,0.010228480065859965,-0.009803304280152848,0.008665158851999186,0.0010255894477041157,0.016480783549073307,0.001307818530925441,0.0074780881969759225,-0.008636840440375394,0.009490276132375868,-0.008962293991665492,0.002381634292367294
S0007,1.4963754471383288,0.2333816700092202,0.3434996097240118,-0.04984471278001547,0.8772410398269073,0.16971513907765876,-0.25000328704469227,0.07830245400884131,-0.15213453909901548,-0.5369421115944413,-0.21028304589432512,-0.03829695636107683,0.23917699972314593,0.5110661537135468,0.05983170456650777,-0.32810045689537176,0.06928314477006697,0.1188724153813206,0.14278113317025967,0.16266454217551438,0.0827111277408639,-0.09425040526515706,0.09126317812898495,-0.09855629664689174,-0.055973579103894666,0.06770431068433659,0.05772816289085224,-0.031543484287434156,0.10955653043007467,-0.12952201942255773,-0.06705410733721846,0.036226329640245566,0.002087599967051593,0.21042573523551156,0.011969104270143475,-0.07669799579905331,-0.11478197021589268,0.11943481579699743,-0.02529762152208325,0.022348743379657057,0.06111186741357992,-0.08094159729150399,0.03972748538868354,-0.03336329845308953,0.031801151893128154,0.06397025122374228,0.11586243336345417,0.0200967200589152,-0.03291469885482171,-0.02383766300537722
S0008,-0.2713353830972311,-0.33324932806116886,-0.49489551143886323,-0.11354620356688594,0.3601188797072061,0.04810454455087307,0.40494376856707853,-0.39821938390400385,0.10598855478080643,-0.0011568708272069366,0.12969812452928026,-0.17082869193964215,-0.00821629919471601,0.3124118695471952,-0.0023529635654864676,0.02644754832019397,-0.3545335053824846,-0.2475052770054901,-0.2599285333953931,-0.10951269473341008,0.17097848324035927,0.020592743369878864,0.03480731996360466,0.09541325282601118,0.403976011358617,0.10090307177476986,0.15198613777138223,-0.03318722456980164,-0.015534453800626126,0.117743815445247,-0.02628478321813946,0.03317056710909008,-0.08082756321899048,0.0821079768029256,0.005928496907521042,-0.05477244410098551,0.08381559568880634,0.011302125133028697,1.237937478102426e-05,-0.017878089119012303,-0.007228552588174299,0.021780592022156757,-0.00926228288317694,0.0574598758707435,-0.041824562967110006,0.0588034596629647,-0.021313358573369898,-0.03725232565138773,-0.03799117004409723,0.037538668588505415
S0009,1.6789538372303174,1.1693629723495667,-0.13135490746651518,0.10526817844912838,-0.19693674777770545,-0.8851365482508289,-0.03537087176840568,-0.15518953795352333,0.17507461931103777,0.18876952484375242,0.7957893206790644,-0.24977679167357603,0.32013071038850976,-0.07667829056663152,-0.5337517569753926,-0.000784710949476996,0.2412989597127507,-0.31213567163328354,-0.08062631781966915,-0.26811426573510416,0.018455376017867862,0.8966346453480867,-0.17918685933364858,-0.2843554098670098,-0.09735450022339304,-0.08582485310023823,0.2880766671925036,0.12165994901372583,0.1241442076047397,-0.06593766917679382,-0.056463603465517556,0.12245972747460153,0.021992586082981963,0.02152830273417098,-0.009622452572517105,0.01993783961033893,-0.20066078361175974,0.1626347650964537,-0.11554376951266421,-0.16206346650908968,-0.09943973660726002,-0.023826234558164145,0.23062187441718632,0.08189929381831908,0.09048819249553837,-0.17695688623263262,-0.07023053772534682,0.023859455471523718,-0.14301223833914797,-0.10439965880810022
